label,from_address,sent_tx_count,total_tokens_sent,token_symbol
,0x2ca1d6950182d28434f89a719ed9e915b8c417b5,8,9.088532031909175,WETH
,0xa81fb934e257df74dfd113e1dafbc98a5fe10469,11,8.872469390819571,WETH
,0xc923b3d24d9c831c3064a8aecc03b390db6b5eab,14,8.656217111271477,WETH
,0x919fa96e88d67499339577fa202345436bcdaf79,6,8.477636655562057,WETH
,0x2dd31cc03ed996a99fbfdffa07f8f4604b1a2ec1,4,8.232619961158631,WETH
,0x0e2c4be9f3408e5b1ff631576d946eb8c224b5ed,5,8.184675577988903,WETH
,0xc64350c0eab6faed8f17cc2cdff0761c53fb4152,18,8.169307593130862,WETH
,0x9b1956a09c486ed2d8a4c771c221e7a94ffd7755,11,7.889457691970149,WETH
,0x0c30062368eefb96bf3ade1218e685306b8e89fa,4,7.0318050838661215,WETH
Wallet 1,0xe592427a0aece92de3edee1f18e0157c05861564,57,6.89056435,WBTC
,0xd8de6af55f618a7bc69835d55ddc6582220c36c0,3,6.762522521277235,WETH
,0x7d88b48f250830fc5a5f336cac03bae03091ebb5,11,6.58561887362637,WETH
,0x2773caa898ad7043ec4df2d22526ed331d54b671,4,6.446239344511288,WETH
,0x1ccedc52df911af989a790dc8049554744642056,7,6.36445490622207,WETH
,0x465e56cd21ad47d4d4790f17de5e0458f20c3719,11,6.347069424793045,WETH
,0x9b3423373e6e786c9ac367120533abe4ee398373,2,6.094811490634076,WETH
,0x9e0905249ceefffb9605e034b534544684a58be6,8,6.038485880919314,WETH
,0x71d091e35abbd51b46db179184684633581d1816,2,6.009008517260291,WETH
,0xf20f344c8e21a4d5684c96e4540dd2d7d8f1fb0f,9,5.985619974389457,WETH
,0x06b2afb23ca733b5cd4bd0de65a7dd91db6fa5e9,1,5.962997,USDT
,0x4622df6fb2d9bee0dcdacf545acdb6a2b2f4f863,2,5.937530275655016,wstETH
Wallet 1,0xe592427a0aece92de3edee1f18e0157c05861564,2,5.937530275655016,wstETH
,0x841820459769cd629b10a36fd12e603938cc2679,2,5.827195423911555,WETH
,0x84b54635a43441ee7748658660f79fe05c03ba7c,7,5.806235608859357,WETH
,0xd9d854a1061b8ce606fe904cb29beb6793c88643,12,5.589865723737541,WETH
,0x2af41d838763e3c5cad6adc111af9c5da19b9afa,1,5.5781368384544905,WETH
,0x57af956d3e2cca3b86f3d8c6772c03ddca3eaacb,2,5.552127492097627,WETH
,0x3e6e23198679419cd73bb6376518dcc5168c8260,3,5.4244736721607545,WETH
,0x3b685307c8611afb2a9e83ebc8743dc20480716e,2,5.359284208240547,WETH
,0xefd784093ddd12e24231fa6b792c09d03a4f7b7e,6,5.35501732,WBTC
,0x1b9669b12959ad51b01fabcf01eabdfadb82f578,1,5.0878791513802595,WETH
,0x3dd5e9681b3e6266b4bf1d7d823759c48835fdcf,1,4.576215781255524,WETH
,0xa88800cd213da5ae406ce248380802bd53b47647,1,4.533726523600791,WETH
,0xcd423f3ab39a11ff1d9208b7d37df56e902c932b,3,4.485010212845988,WETH
,0x2a0330c7e979a4d18e5b0c987b877da24dd37d04,4,4.483835164265869,WETH
,0x24ee2c6b9597f035088cda8575e9d5e15a84b9df,8,4.467035088089443,WETH
,0xb38cc8c5f6eebc03a38515e2aad580e0b80d67ea,1,4.408885936134901,WETH
,0x98409d8ca9629fbe01ab1b914ebf304175e384c8,3,4.370924441375996,WETH
,0x44c95bf226a6a1385beaced2bb3328d6afb044a3,7,4.307097011668012,WETH
,0x5ee0fd77ae789b62c25586847f8ef8050ebb35ee,11,4.290479755962625,WETH
,0xc3f6b81fb9e6db259272026601689e383f94c0b0,10,4.095,WETH
,0xbfcae9f989e47436fd1678ef5f9182d94b81dbac,10,4.0750534138116725,WETH
,0x09117bff68b5939319e61b226bf1f3f5f985eba1,4,3.8756189938068557,WETH
,0x5aaa28ca43c6646fd1403e508f0fca1d92357dde,4,3.856224481333639,WETH
,0x58fcd403610e772d68726b55183eb958a7581731,12,3.8484321326617352,WETH
,0x1111111254eeb25477b68fb85ed929f73a960582,1,3.738993026255509,WETH
,0xe4e86c6805884736c0faea1e559c51f37da15812,6,3.7041731658124286,WETH
,0x77924185cf0cbb2ae0b746a0086a065d6875b0a5,7,3.663753125501996,WETH
,0x9f41a3ac0c16a9feb5400751a34c609211839cfa,2,3.6243425277543815,WETH
,0xcb488b8452996454237d824d72f86090470292f4,1,3.539667228446491,WETH
,0x198063c23ac1317ff3cc57d9f54faac6b675d89f,7,3.4248847422552386,WETH
,0xfeb09c7e130a4b87b27ebd648ec485657b688b34,1,3.3437044927414132,WETH
,0x8e40fc101cc88b94744f1716a0a46e64929ef757,4,3.328633412902901,WETH
,0x415989f78b26d801fd4cb5c958dcf122de106a55,2,2.9222973004474766,WETH
,0x6c063a6e8cd45869b5eb75291e65a3de298f3aa8,5,2.879876708487504,WETH
,0xa06591252908576a0f64a8560ec0c8051782377c,2,2.87427663804212,WETH
,0xeb5c52e8af57334fab0b5f3d888990c108545527,2,2.835920058252216,WETH
,0xea4ba4ce14fdd287f380b55419b1c5b6c3f22ab6,3,2.8045242611860455,WETH
,0x553e9c493678d8606d6a5ba284643db2110df823,2,2.8016821977768593,WETH
,0xd696acae5e241f2caafc7bd67f85bf2288031414,6,2.7156558283222068,WETH
,0x5b7e3e37a1aa6369386e5939053779abd3597508,4,2.643091514010572,WETH
,0xbaec0e18c770993ffb1175fef493b5113cc6e32d,3,2.626212844873842,WETH
,0xb2e372c5b0b57118ecc1de29bb6bf719c9a91a13,7,2.604278258971637,WETH
,0x2a4d547ea2c35d03a501a8bb5d12d81d0a222dc5,3,2.5722557526034313,WETH
,0x7c3b1297ac649b36547b913de50919acb45a250c,1,2.538546868100823,WETH
,0xccc42cf5d6a2f3ed8f948541455950ed6ce14707,14,2.5166242575377358,WETH
,0xc39c1e452feb9445ba5a2eb44918a8f9c96182ee,5,2.490253487876785,WETH
,0xbcc489a50f0e2f09aec2d6f33ffe950cb6c39295,10,2.378292669371022,WETH
,0x90d52e6bf30ee9e2f7821e483e7778e5fd417e68,3,2.3414843006496806,WETH
,0x1294adf166a19bb30d40c8f2d8d7d3517b005972,1,2.244898382383556,WETH
,0x5ab53ee1d50eef2c1dd3d5402789cd27bb52c1bb,3,2.1715538212564396,WETH
,0xa050f7adc241afa59ad5f343eaf4faf5f30a4cdb,1,2.127449842825082,WETH
,0x7f7ff8f22a902bb9b0aef07c6cb41d91a47e18e1,2,2.1217368794840588,WETH
,0x8b6a6f5b828f086a2a9d8a3150b958e79e91a82f,10,2.022930735226645,WETH
,0x482ece59976461f5bfbcc2f5546c4878fd44ec71,9,2.0062500547736324,WETH
,0xd3b4f5b4cf06498e4fbdd71c9da4f5befe01a0ed,2,2.0037046005131844,WETH
,0x755f01736f93c91585b840c2179c560b754d69f3,1,1.9661508414913569,WETH
,0x7baece5d47f1bc5e1953fbe0e9931d54dab6d810,2,1.9613356653660097,WETH
,0xb2db69d6986fbf38de781ba606923f8ae8d7f437,1,1.91132663536309,WETH
,0x38d209e6f0746e0c0ca5c1e21302fece15c4ba75,2,1.8836323602487053,WETH
,0xc4472dcd0e42ffccc1dbb0b9b3855688c22f3a0f,2,1.8618671463731178,WETH
,0xe2c5d82523e0e767b83d78e2bfc6fcd74d1432ef,2,1.8165284068433931,WETH
,0xcd83055557536eff25fd0eafbc56e74a1b4260b3,7,1.7799881822470025,WETH
,0x409634ea16d98b0b245f345079c8f3cfe3ef1fa6,3,1.7586730243134887,WETH
,0x5ecef3b72cb00dbd8396ebaec66e0f87e9596e97,2,1.5811068024721142,WETH
,0xac4b3dacb91461209ae9d41ec517c2b9cb1b7daf,9,1.5445627317384485,WETH
,0x04eb5b4c9d8becfc1f10a7e7c541b1169dc3adc9,1,1.5269033821155535,WETH
,0xd6eb9af2b8a37f5a7451e2a445cb93661a466a66,3,1.4333568930902527,WETH
,0x948b54a93f5ad1df6b8bff6dc249d99ca2eca052,3,1.3749764929373174,WETH
,0x50fe1432a9127b25d81ba12d739b744f84111134,1,1.3516408597359222,WETH
,0x5221aafc7f7e0ff5a7aeaa8555681c9f7f42a014,2,1.3513970704292404,WETH
,0xdeaf677af91ec0655124860e1a15177aee86303e,3,1.3419647305681959,WETH
,0xc345f29488ca5cee8add61090f4c3df357b187a0,4,1.3331157510284282,WETH
,0x5ce32e6c505ee381a24599e43ee68fa600e79c88,9,1.2999991950376681,WETH
,0xb53ad0e63eddb4e53d84ac0edfc4e7eece6a3c6b,2,1.2584036365509457,WETH
,0x01949723055a451229c7ba3a817937c966748f76,1,1.2302487012658494,WETH
,0x256bd88baf707eaad1b73dc8b2b8a5d599b45584,1,1.0995204208195477,WETH
,0x952c9f39dd0f5c1b14f3b3929b9016ece8b99b48,3,1.0888964007193522,WETH
,0x9507f5c18b0178bea743727ff00f1619f97e2bfb,1,1.0852959424388557,WETH
,0x253c06b22d4b67b675ea7d2fd48422e62c394d7e,3,1.058855731400056,WETH
,0xc7cf089fb4bc91f1981df2285ca019ab09a5dd3b,1,1.0546135320549983,WETH
,0xc31f5c3f7ba9a2e4c50a89255efc619152a5adaf,4,1.0259866399729074,WETH
,0xb9c4a5522a2f8ba9e2ff7063df8c02ed443337a3,1,1.0207639876321482,WETH
,0x1becf1ac50f31c3441181563f9d350ddf72a2bfa,3,0.9529350122879187,WETH
,0x66ba59cbd09e75b209d1d7e8cf97f4ab34da413b,4,0.9509230387651058,WETH
,0x715a3ceac0d039d674f50b07804592e87e8c6d77,1,0.944907385032322,WETH
,0x9ea116bfe1d9d6b106b5028597fa58cb071764d0,4,0.9017072466649708,WETH
,0xf1172229da7082dcebb14ccbe8dc265e47733458,1,0.8949457092201059,WETH
,0x32550fce47c4df1d651b9357249d48776dd12adf,5,0.8847123551104213,WETH
,0x1d48fc96200153033476faaefb837e3381e081ce,1,0.881138007535967,WETH
,0x0dc9877f6024ccf16a470a74176c9260beb83ab6,1,0.863806477425841,WETH
,0x744159757cac173a7a3ecf5e97adb10d1a725377,4,0.8458590364662891,WETH
,0xc1b24a9ecf68c14ffe65263b1591c29dd341d09d,1,0.8413294238640957,WETH
,0x0a61a26c0dc08f4ed68a00966cc5a0ca60918ea3,1,0.8089454758908602,WETH
,0xe83652a9fd663b0fc91c690500cda07c1675030c,6,0.7492477695944749,WETH
,0x151ccb92bc1ed5c6d0f9adb5cec4763ceb66ac7f,1,0.7490482375687887,WETH
,0x892b28e746beb79209252592e4183b6c57bdc7e8,1,0.7375120946034668,WETH
,0xf935f557e06a7d040dea4691f90c9a755301818b,3,0.7365683696219976,WETH
,0x04dd76803f247b611d4f470fc6cd206a9d02f869,1,0.7364255861169448,WETH
,0x2a9d2ba41aba912316d16742f259412b681898db,2,0.7331943250450761,WETH
,0xe1eb378328f5800a3e13058ea6c55b331eb5870c,2,0.7220063432858654,WETH
,0x840deeef2f115cf50da625f7368c24af6fe74410,2,0.6726519651936012,WETH
,0x3ddf8f1aa0595bd7e78513fd998a8321cee70832,1,0.6686965231354106,WETH
,0xede8dd046586d22625ae7ff2708f879ef7bdb8cf,1,0.6651320134803503,WETH
,0x70bb8e6844dfb681810fd557dd741bcaf027bf94,3,0.6647955198292977,WETH
,0x52414c8b908e9a75c3c8704b2ae5e39ab7156c05,2,0.6603597158444655,WETH
,0xb7f27e5ebf97d88f37e16eddecc59523361a60e1,1,0.629534112578113,WETH
,0x18f7b33172f5150949eef05ebb3b5d4fe245f391,2,0.5899075899361482,WETH
,0x704e0df4c18aeb5af00905fba1b5d87f7d9871c9,1,0.5878525441369419,WETH
,0xa1b4b8ee671123b49cd8a129b3c1c5b7944e5601,2,0.5740266652963695,WETH
,0x4585fe77225b41b697c938b018e2ac67ac5a20c0,19,0.56395606,WBTC
,0xfd213ee4d00656caaab11c5c507bffac12b1bd4f,2,0.5635527377915209,WETH
,0x8661ae7918c0115af9e3691662f605e9c550ddc9,4,0.5550267257591921,WETH
,0xcbbc981bd5b358d09a9346726115d3ac8822d00b,1,0.5505306747793961,WETH
,0x9e7809c21ba130c1a51c112928ea6474d9a9ae3c,3,0.5328807272470676,WETH
,0xa0b30e46f6aeb8f5a849241d703254bb4a719d92,1,0.5287857007586226,WETH
,0x45f4d60405b797a2b0e5ea581fe6ea445cb46b8f,1,0.4962785060712434,WETH
,0xa34f0d0314db32f41e1194816d56d55d1f7ca7b5,1,0.4798118975295248,WETH
,0x1d9a941da508d9c603128f7776e19910c4fc8d1b,1,0.47923572864168706,WETH
,0xa6d781140bea7b6e7c741b2524ae92874c03b620,6,0.47585447998876945,WETH
,0x56e6a22499ea14c5a0c307f9c825e8812a2483f0,3,0.47520384705741353,WETH
Wallet 1,0xe592427a0aece92de3edee1f18e0157c05861564,2,0.4687592222752142,sETH2
,0x992f534fcc87864875224d142d6bf054b1882160,1,0.4679608466192218,sETH2
,0xae614a7a56cb79c04df2aeba6f5dab80a39ca78e,2,0.4632139819565394,WETH
,0x7bea39867e4169dbe237d55c8242a8f2fcdcc387,1,0.41550966913130377,WETH
,0x666ed8c2151f00e7e58b4d941f65a9df68d2245b,1,0.41458126076628876,WETH
,0xc5af84701f98fa483ece78af83f11b6c38aca71d,3,0.4137616415037879,WETH
,0x850359de58e03235501a2b3e4021f8aad5cbb084,1,0.41055506491816,WETH
,0x4628a0a564debfc8798eb55db5c91f2200486c24,1,0.40387938094358405,WETH
,0x2138a12520c9b45bb4b2c742923b514d5f662fec,1,0.4038465992916869,WETH
,0xc52a18e7358b1c618bd8f0e784b35636775afb4e,2,0.3875843160691287,WETH
,0x9a772018fbd77fcd2d25657e5c547baff3fd7d16,12,0.3756113,WBTC
,0x81fbbc40cf075fd7de6afce1bc72eda1bb0e13aa,2,0.3705253819554136,WETH
,0xe0397c1c28e587b55ad18c126cdcc5cdeeaffe41,3,0.3689397467083227,WETH
,0x12d92d69c6de36d972e2c1046e615b7f53bf9c8e,2,0.36129345082192155,WETH
,0xd05d35b500dee15aecbae563a28e790ae1594cb4,1,0.3593282994767741,WETH
,0xefc19ba107bf1ce57a7ab5dea228fffb899abeb0,1,0.35332655047358097,WETH
,0x59f1aba45567c6a8e9d864f6c63185a321f2d958,1,0.33599125004356467,WETH
,0x4006bed7bf103d70a1c6b7f1cef4ad059193dc25,2,0.3346502997069237,WETH
,0xc2526ca6599f9a2f98c2a47cc1092fd12aa3863f,5,0.32127064654916576,WETH
,0x7f00542812eaf39a815d756fe9b40af37a198183,2,0.31351439465270675,WETH
,0x256ceb243fcc4f695292b0a5aaa6be2789165f97,1,0.30808729712534016,WETH
,0x9db9e0e53058c89e5b94e29621a205198648425b,2,0.2948307,WBTC
,0x052cea5c8bc91e204bf1e686bb91f25f66d831b1,1,0.294636948967888,WETH
,0xa4bd201c839755948e4eaec754214f2b8a6e5955,1,0.2943711690968326,WETH
,0x89e1fc705df24c10b4b83cfef2ae0f0d9ae8387f,2,0.29168439828032994,WETH
,0x8b6ed5fa776f10787f1171bdeea4f3c40974df6e,1,0.2902151476819407,WETH
,0x73a6a761fe483ba19debb8f56ac5bbf14c0cdad1,1,0.28056792137376785,WETH
,0xaa6f403c1816cd60da685c7e0da2089a57403464,2,0.27524082169689446,WETH
,0x68d01efdfbe5c0eebe3b19b571b18ae6d6ee16fc,1,0.2709786004364685,WETH
,0x6de28f1176311b7408329a4d21c2bd1441be157f,1,0.26898809138002344,WETH
,0xfaa318479b7755b2dbfdd34dc306cb28b420ad12,6,0.25934478707013303,WETH
,0x41e570fc65d0f9efe89a6145306e2ba7b8a0fa6b,1,0.2564024832077445,WETH
,0x4527863a84e9fa4fcadaf7615af3e7d31222508e,1,0.24486818177087,WETH
,0xfebf38b1d34818d4827034f97b7d6d77c79d4997,1,0.24212223140940722,WETH
,0x5764a6f2212d502bc5970f9f129ffcd61e5d7563,1,0.23485421498941308,WETH
,0x3eb8224923774f668d6e722cdbf8b0f4e46dae38,7,0.23397284788440503,WETH
,0x2e8daf55f212be91d3fa882cceab193a08fddeb2,1,0.23146424665706924,WETH
,0x4ff7e1e713e30b0d1fb9cd00477cef399ff9d493,2,0.2281832143341175,WETH
,0x0de99dd8bf4c58c8f00feac4448b5893947710b8,2,0.22033854774966394,WETH
,0x96842ece8aef13dd68da02ba6945d73c30aca1ca,1,0.21443570476998394,WETH
,0xa80964c5bbd1a0e95777094420555fead1a26c1e,1,0.21372122375139432,WETH
,0x4b1f895066058662b9fa885e87a4e4159be0798a,1,0.21351029607353267,WETH
,0x7df301c4529c58546527f5b912c74ecccad0ae2d,1,0.20121531742589646,WETH
,0xe092769bc1fa5262d4f48353f90890dcc339bf80,1,0.18018304385461326,WETH
,0x15e71c06244f5cab0b1abdb01807ca248d314bb9,1,0.17881546679330784,WETH
,0xd340b57aacdd10f96fc1cf10e15921936f41e29c,2,0.17853988366333334,WETH
,0x5104846dc1c3c7697b856dc69e350ae4dcc47e24,1,0.17543480404165984,WETH
,0x2b43fe4f41d871fbc75af6e0ce85bce38ff1edc7,1,0.17371833495065014,WETH
,0xf745b36540a1606f69630da6c6bd9930351b0c68,1,0.16786068959884895,WETH
,0x7b2861169fcd68a3e8f15c6a5eb865ceaf6a96b6,1,0.16662991695354287,WETH
,0x40a8003ea28e518c6e63b1b61ce15623557fed25,5,0.1661004328147893,WETH
,0x3e87d4c24fb56c52a0dbd089a6219b7086d577d8,1,0.16178808722317334,WETH
,0x306778ba370d803301d32cefe49cdc581c24b824,1,0.14612518496545968,WETH
,0x7eaba36284ebcfed2f46fe75fda33eab2bbbc2aa,1,0.1457088019033232,WETH
,0xec2061372a02d5e416f5d8905eea64cab2c10970,1,0.14555365307655796,WETH
,0x8ae2c8b42204656c52578434f1fc8a478e5e2326,1,0.14521505,WBTC
,0xf1dd3569b7c82e93340d502e0f34a78fcb8e1597,1,0.1441787006330228,WETH
,0xb011e4eb4111ef00b620a5ed195836dcd69db1ff,2,0.13911470517689464,WETH
,0x5d9f6255f85f28e97c5e4acebddb665877bbd168,1,0.1339011933182494,WETH
,0x42670595766c9b44a2a4936b1c0e62f0e8167ace,1,0.13341030608597293,WETH
,0x24161e9f716a2d29101664696942d36962c0987f,1,0.1292795445878455,WETH
,0x3745fbe1f084f2b67cb60683ca36074b29d5a7df,1,0.11727659048808968,WETH
,0x9bcbd73babbe7c92696678ec0945de28cf067d07,1,0.10758241074904677,WETH
,0x1395f1b78fa421461341c28ba4bd4402d8ffe740,2,0.10457166947596472,WETH
,0xe1d92f1de49caec73514f696fea2a7d5441498e5,1,0.10247054044846722,WETH
,0x45a154971ba574587e837585ff6fd2520be73339,1,0.10230529661058019,WETH
,0x498498fa386ef2860e7abf8c60254580c8c41ec5,1,0.101562021857544,WETH
,0xf8a6a8ee07aa425b299f9b5fd5b1ef794059ee27,1,0.0944509710095786,WETH
,0x021ab4a498448d2612dfb4b93b9e4ed19729df54,1,0.08506079495289125,WETH
,0x4bcca6c02c20b1a58d1437c8cb656d2f80b3c9bc,1,0.0829837027959149,WETH
,0xe901ebcbf2788b316074dd5d770a12d974911f14,1,0.07273258,WBTC
,0x295cfbbc3801606c7bb3c46fe0e829634dfe9ae6,1,0.06886889444507997,WETH
,0xadc6f46149f67035a1f6b97a00e9ef8c756c95b4,1,0.06728410426968488,WETH
,0xc0fbed3cbbf272e0649ddfefdec99f4eba7eca22,1,0.05756270257934993,WETH
,0x2102ce308b2ffdc5d83833bc1e4fc44a46f411e7,1,0.05746990185865625,WETH
,0xe8c9f19201934d62f855ea4a6f0fd556bb8d9f4e,1,0.05709136394990887,WETH
,0x700f4dc28170f9903faa6da32d6663ff1ac94f27,1,0.053793600353219624,WETH
,0xa84181f223a042949e9040e42b44c50021802db6,1,0.05311046831501781,WETH
,0xfa4a4c553733f2e0c54f1c4b0ddc1fa2f5f10ce6,1,0.05070641354628691,WETH
,0x6ce6d6d40a4c4088309293b0582372a2e6bb632e,1,0.04895017546327379,WETH
,0xd35efae4097d005720608eaf37e42a5936c94b44,1,0.04888863280423861,WETH
,0x60a6b23a7a87c5ce9e3f81c869691f784b18a704,1,0.04798871390153338,WETH
,0x3a0f221ea8b150f3d3d27de8928851ab5264bb65,1,0.0474208311809201,WETH
,0x648a9fa09506d25de54b63816312d9f6d4d227bf,1,0.045278481475360066,WETH
Wallet 1,0xe592427a0aece92de3edee1f18e0157c05861564,1,0.043789303190637875,frxETH
,0x7bc9f6e89a81a1e2b61dd5508bb2e4c8ff0fc060,1,0.043789303190637875,frxETH
,0x7ecee76ce0c89cebb85addccbb4b39ed9b1a6370,2,0.04340875081543288,WETH
,0x2dd56b633faa1a5b46107d248714c9ccb6e20920,1,0.03783744812045534,WETH
,0x87f9eaede70419f704b361cf040693a30d731dcf,1,0.036047332268152384,WETH
,0xb42eede6ad429b38da26817aeb163f216e34b7f8,1,0.033955729836282415,WETH
,0xe310d7acdb331af81904e747d6ec005de0ac1162,1,0.03386182422913061,WETH
,0xd1d5a4c0ea98971894772dcd6d2f1dc71083c44e,1,0.028049639340648285,WETH
,0x1622f1bef90233a6993f3bc85759adf5b9d9d7b9,1,0.02796507,WBTC
,0x5c128d25a21f681e678cb050e551a895c9309945,1,0.027136024429844773,WETH
,0xae91b3bc45379290d9e8ff8a633f34ad3101086b,1,0.021489994802357377,WETH
,0xc3881fbb90daf3066da30016d578ed024027317c,1,0.020312614645999327,WETH
,0x6ab3bba2f41e7eaa262fa5a1a9b3932fa161526f,2,0.0197057,WBTC
,0x5f0d8fc6057a959e79f7f79f8dbf12f29f9a9f34,4,0.01733946,WBTC
,0x4858c96a9024fbd7efbfe78aa5a8d62900952420,1,0.016364188929572438,WETH
,0x03e67a3a7775f80e49cc8fe004592c5bc8e2d273,1,0.015862552578805915,WETH
,0xfb59318b2115e752352571dbfff8feedcc4d4b0b,1,0.014709,USDT
,0x46228353c424c9d030d04117b5e08c57035366f3,1,0.010570546200049066,WETH
,0xa478c2975ab1ea89e8196811f51a7b7ade33eb11,1,0.009814760093413793,WETH
,0x99ac8ca7087fa4a2a1fb6357269965a2014abc35,3,0.00952118,WBTC
,0xe0554a476a092703abdb3ef35c80e0d76d32939f,2,0.009362435958372122,WETH
,0x56534741cd8b152df6d48adf7ac51f75169a83b2,4,0.00530032,WBTC
,0x391e8501b626c623d39474afca6f9e46c2686649,1,0.00308895,WBTC
,0xa9ffb27d36901f87f1d0f20773f7072e38c5bfba,1,0.000798375655992398,sETH2
,0x2e4784446a0a06df3d1a040b03e1680ee266c35a,1,0.000619481148565411,WETH
,0xe6ff8b9a37b0fab776134636d9981aa778c4e718,1,0.00028066,WBTC
,0xc28100c2be3da6bf6eda0b4747391d02af352f80,1,9.23565312e-10,WETH
